video_name,target_bitrate,resolution,selected_bitrate,PSNRY,PSNRU,PSNRV,PSNR,XPSNRY,XPSNRU,XPSNRV,XPSNR,VMAF,enc_time,dec_time
test0001.csv,145,360,168.216,35.059,41.9075,37.4927,36.219274999999996,28.755,35.1558,31.1808,29.858325,16.770886,5.44,2.55
test0001.csv,300,360,333.372,36.5621,43.385,39.032,37.7237,30.7493,36.8982,33.0874,31.810175,18.24011,6.67,2.75
test0001.csv,600,360,652.49,38.2453,44.8169,40.5467,39.354425,32.6166,38.4612,34.741,33.612725,24.935231,8.48,3.06
test0001.csv,900,540,996.714,39.5202,45.6419,41.9931,40.594525000000004,34.1375,39.3252,36.2183,35.046062500000005,40.290426,15.91,6.35
test0001.csv,1600,1080,1812.466,41.593,47.243,44.0384,42.60492500000001,36.486,41.0135,38.2573,37.27335,59.965854,41.06,22.07
test0001.csv,2400,1080,2644.786,42.7845,48.2172,45.1953,43.7649375,37.7535,41.9438,39.3712,38.4795,66.646915,51.55,26.25
test0001.csv,3400,1080,3918.964,44.0016,49.1738,46.2927,44.934512500000004,39.0315,42.8664,40.4499,39.6881625,72.971788,66.15,28.44
test0001.csv,4500,1080,5157.118,44.7719,49.8464,47.0495,45.6909125,39.8377,43.5255,41.2087,40.47005,76.642651,74.37,30.38
test0001.csv,5800,1080,6929.682,45.5521,50.5718,47.8585,46.4678625,40.6486,44.2008,41.9801,41.2590625,80.02688,86.49,32.83
test0001.csv,8100,1080,9358.7,46.2688,51.3561,48.6838,47.2065875,41.3906,44.9346,42.7659,42.005512499999995,82.784891,101.86,35.85
test0001.csv,11600,2160,12470.98,48.274,51.9402,49.5253,48.8886875,42.9238,45.449,43.4314,43.3029,88.833037,348.4,113.0
test0001.csv,16800,2160,20245.196,50.0738,53.2812,51.0392,50.5954,44.5324,46.7519,44.8864,44.8540875,92.456728,464.04,125.24
test0002.csv,145,360,179.334,22.5501,36.8123,38.4644,26.322162499999997,25.4534,36.4762,37.2945,28.3113875,0.0,6.43,1.95
test0002.csv,300,360,367.276,23.0868,38.7954,40.4747,27.223862500000003,26.3406,38.9806,39.8968,29.615125,0.0,6.63,2.08
test0002.csv,600,360,647.872,23.6524,40.0548,41.8173,27.9733125,26.985,40.3987,41.399,30.4634625,0.089565,7.21,2.27
test0002.csv,900,540,1014.342,24.5768,40.7489,42.1088,28.7898125,28.0036,40.866,41.7575,31.330637499999995,5.339238,12.81,4.51
test0002.csv,1600,1080,1889.158,26.2491,41.5972,42.5393,30.203887499999997,29.9849,42.155,42.8408,33.113150000000005,25.175559,33.2,17.7
test0002.csv,2400,1080,2896.802,27.3083,42.6576,43.5249,31.2540375,31.1463,43.3237,43.9431,34.268075,33.661511,36.94,18.58
test0002.csv,3400,1080,3779.68,28.0357,43.3732,44.1803,31.9709625,31.9249,44.0543,44.6101,35.026725,39.257943,40.38,19.7
test0002.csv,4500,1080,5013.022,28.9157,44.1745,44.8749,32.817949999999996,32.8244,44.8391,45.3128,35.8872875,45.563854,48.36,20.99
test0002.csv,5800,1080,6761.646,30.0329,44.8868,45.5091,33.8241625,33.8946,45.5368,45.9411,36.855687499999995,53.129685,47.69,19.57
test0002.csv,8100,1440,9958.342,31.9884,45.8237,46.3035,35.5072,35.8375,46.326,46.6249,38.4969875,64.903861,86.06,38.28
test0002.csv,11600,1440,13265.87,33.3352,46.5777,46.986,36.6968625,37.0773,47.0667,47.3181,39.606075,71.021459,98.99,42.89
test0002.csv,16800,1440,19707.704,35.1606,47.749,48.0943,38.3508625,38.7496,48.1622,48.3653,41.1281375,78.069662,110.64,44.06
test0003.csv,145,360,165.46,21.6625,36.7831,40.0688,25.853362500000003,25.8262,39.6631,41.1505,29.471349999999997,0.0,6.07,2.23
test0003.csv,300,360,343.57,22.067,38.4509,42.0979,26.61885,26.3336,41.4945,43.4246,30.3650875,0.0,6.54,2.47
test0003.csv,600,1080,624.078,24.0933,38.7318,41.8134,28.138125,28.2212,41.8564,43.4974,31.835125,13.840715,26.81,20.59
test0003.csv,900,1080,1096.268,25.0607,39.6203,42.7417,29.090775000000004,29.4502,42.912,44.6153,33.0285625,20.888459,31.61,22.24
